"","Country","Year","fertility","life","population","child_mortality","gdp","region"
"8879","Tanzania",1992,6.081,49.856,27230502,160,1413,"Sub-Saharan Africa"
"8880","Tanzania",1993,6.013,49.57,28152305,158.3,1384,"Sub-Saharan Africa"
"8881","Tanzania",1994,5.946,49.346,29064223,156.4,1362,"Sub-Saharan Africa"
"8882","Tanzania",1995,5.883,49.207,29943732,154.2,1369,"Sub-Saharan Africa"
"8883","Tanzania",1996,5.828,49.165,30783155,151.1,1392,"Sub-Saharan Africa"
"8884","Tanzania",1997,5.78,49.218,31592450,147,1405,"Sub-Saharan Africa"
"8885","Tanzania",1998,5.741,49.368,32388671,141.8,1421,"Sub-Saharan Africa"
"8886","Tanzania",1999,5.711,49.626,33197305,135.6,1454,"Sub-Saharan Africa"
"8887","Tanzania",2000,5.689,50.01,34038161,128.4,1488,"Sub-Saharan Africa"
"8888","Tanzania",2001,5.675,50.536,34917073,120.5,1538,"Sub-Saharan Africa"
"8889","Tanzania",2002,5.666,51.2,35832494,112.6,1607,"Sub-Saharan Africa"
"8890","Tanzania",2003,5.659,51.988,36788281,104.8,1673,"Sub-Saharan Africa"
"8891","Tanzania",2004,5.651,52.884,37786946,97.5,1756,"Sub-Saharan Africa"
"8892","Tanzania",2005,5.638,53.869,38831024,90.6,1848,"Sub-Saharan Africa"
"8893","Tanzania",2006,5.616,54.929,39923609,84.2,1880,"Sub-Saharan Africa"
"8894","Tanzania",2007,5.585,56.032,41068185,78.1,1980,"Sub-Saharan Africa"
"8895","Tanzania",2008,5.543,57.141,42267667,72.4,2030,"Sub-Saharan Africa"
"8896","Tanzania",2009,5.49,58.22,43524738,67.3,2076,"Sub-Saharan Africa"
"8897","Tanzania",2010,5.428,59.224,44841226,62.3,2143,"Sub-Saharan Africa"
"8898","Tanzania",2011,5.359,60.116,46218486,58.2,2243,"Sub-Saharan Africa"
"8899","Tanzania",2012,5.287,60.885,47656367,55,2288,"Sub-Saharan Africa"
"8900","Tanzania",2013,5.214,61.53,49153002,52.6,2382,"Sub-Saharan Africa"
"8901","Thailand",1964,6.151,57.133,30839333,128,1725,"East Asia & Pacific"
"8902","Thailand",1965,6.129,57.517,31792743,123.3,1804,"East Asia & Pacific"
"8903","Thailand",1966,6.084,57.886,32771644,118.6,1945,"East Asia & Pacific"
"8904","Thailand",1967,6.009,58.26,33774026,113.9,2044,"East Asia & Pacific"
"8905","Thailand",1968,5.903,58.654,34799247,109.2,2145,"East Asia & Pacific"
"8906","Thailand",1969,5.764,59.073,35846930,104.5,2246,"East Asia & Pacific"
"8907","Thailand",1970,5.595,59.519,36915397,99.7,2323,"East Asia & Pacific"
"8908","Thailand",1971,5.397,59.983,38004462,94.9,2365,"East Asia & Pacific"
"8909","Thailand",1972,5.181,60.455,39109571,90.2,2398,"East Asia & Pacific"
"8910","Thailand",1973,4.953,60.924,40219377,85.7,2570,"East Asia & Pacific"
"8911","Thailand",1974,4.721,61.391,41319380,81.4,2621,"East Asia & Pacific"
"8912","Thailand",1975,4.488,61.85,42398941,77.4,2688,"East Asia & Pacific"
"8913","Thailand",1976,4.257,62.299,43453204,73.7,2870,"East Asia & Pacific"
"8914","Thailand",1977,4.03,62.743,44483729,70.1,3088,"East Asia & Pacific"
"8915","Thailand",1978,3.808,63.192,45494423,66.8,3325,"East Asia & Pacific"
"8916","Thailand",1979,3.594,63.657,46492281,63.8,3427,"East Asia & Pacific"
"8917","Thailand",1980,3.392,64.169,47482643,60.9,3508,"East Asia & Pacific"
"8918","Thailand",1981,3.202,64.761,48460289,58.2,3645,"East Asia & Pacific"
"8919","Thailand",1982,3.024,65.443,49422519,55.6,3770,"East Asia & Pacific"
"8920","Thailand",1983,2.859,66.207,50379788,53.1,3912,"East Asia & Pacific"
"8921","Thailand",1984,2.707,67.028,51346204,50.7,4068,"East Asia & Pacific"
"8922","Thailand",1985,2.571,67.857,52328663,48.3,4191,"East Asia & Pacific"
"8923","Thailand",1986,2.451,68.633,53339762,46,4356,"East Asia & Pacific"
"8924","Thailand",1987,2.346,69.305,54368583,43.7,4701,"East Asia & Pacific"
"8925","Thailand",1988,2.256,69.835,55370526,41.5,5250,"East Asia & Pacific"
"8926","Thailand",1989,2.179,70.211,56284973,39.2,5808,"East Asia & Pacific"
"8927","Thailand",1990,2.113,70.435,57072058,37,6369,"East Asia & Pacific"
"8928","Thailand",1991,2.055,70.531,57711519,35,6841,"East Asia & Pacific"
"8929","Thailand",1992,2.003,70.549,58225969,33.1,7333,"East Asia & Pacific"
"8930","Thailand",1993,1.956,70.538,58671177,31.3,7882,"East Asia & Pacific"
"8931","Thailand",1994,1.911,70.523,59126690,29.7,8529,"East Asia & Pacific"
"8932","Thailand",1995,1.867,70.525,59650157,28.3,9239,"East Asia & Pacific"
"8933","Thailand",1996,1.824,70.552,60258113,27,9689,"East Asia & Pacific"
"8934","Thailand",1997,1.784,70.601,60933752,25.8,9454,"East Asia & Pacific"
"8935","Thailand",1998,1.745,70.673,61660383,24.6,8363,"East Asia & Pacific"
"8936","Thailand",1999,1.709,70.775,62408639,23.5,8633,"East Asia & Pacific"
"8937","Thailand",2000,1.676,70.921,63155029,22.5,8939,"East Asia & Pacific"
"8938","Thailand",2001,1.644,71.123,63898879,21.5,9028,"East Asia & Pacific"
"8939","Thailand",2002,1.615,71.378,64642931,20.5,9399,"East Asia & Pacific"
"8940","Thailand",2003,1.588,71.678,65370277,19.6,9962,"East Asia & Pacific"
"8941","Thailand",2004,1.563,72.015,66060383,18.7,10497,"East Asia & Pacific"
"8942","Thailand",2005,1.539,72.371,66698483,17.8,10901,"East Asia & Pacific"
"8943","Thailand",2006,1.517,72.725,67276383,17,11400,"East Asia & Pacific"
"8944","Thailand",2007,1.496,73.061,67796451,16.3,11940,"East Asia & Pacific"
"8945","Thailand",2008,1.477,73.363,68267982,15.6,12216,"East Asia & Pacific"
"8946","Thailand",2009,1.459,73.627,68706122,15,11915,"East Asia & Pacific"
"8947","Thailand",2010,1.443,73.852,69122234,14.5,12822,"East Asia & Pacific"
"8948","Thailand",2011,1.427,74.046,69518555,14,12798,"East Asia & Pacific"
"8949","Thailand",2012,1.412,74.225,69892142,13.5,13586,"East Asia & Pacific"
"8950","Thailand",2013,1.399,74.401,70243267,13.1,13932,"East Asia & Pacific"
"8951","Timor-Leste",1964,6.347,35.724,537278,318.95,701,"East Asia & Pacific"
"8952","Timor-Leste",1965,6.314,36.263,547681,310.06,701,"East Asia & Pacific"
"8953","Timor-Leste",1966,6.268,36.885,558110,301.2,702,"East Asia & Pacific"
"8954","Timor-Leste",1967,6.207,37.587,568440,291.46,703,"East Asia & Pacific"
"8955","Timor-Leste",1968,6.132,38.326,579184,282.22,704,"East Asia & Pacific"
"8956","Timor-Leste",1969,6.039,39.031,591068,273.45,705,"East Asia & Pacific"
"8957","Timor-Leste",1970,5.917,39.518,604382,267.01,706,"East Asia & Pacific"
"8958","Timor-Leste",1971,5.751,39.563,620126,264.52,707,"East Asia & Pacific"
"8959","Timor-Leste",1972,5.541,39.074,637590,267.68,707,"East Asia & Pacific"
"8960","Timor-Leste",1973,5.298,38.065,653351,275.72,708,"East Asia & Pacific"
"8961","Timor-Leste",1974,5.037,36.648,662785,275.29,725,"East Asia & Pacific"
"8962","Timor-Leste",1975,4.794,35.08,662962,274.87,742,"East Asia & Pacific"
"8963","Timor-Leste",1976,4.611,33.702,652072,274.44,759,"East Asia & Pacific"
"8964","Timor-Leste",1977,4.514,32.814,632134,274.01,776,"East Asia & Pacific"
"8965","Timor-Leste",1978,4.513,32.615,608743,273.58,794,"East Asia & Pacific"
"8966","Timor-Leste",1979,4.606,33.162,589744,273.14,813,"East Asia & Pacific"
"8967","Timor-Leste",1980,4.767,34.402,580707,330.93,832,"East Asia & Pacific"
"8968","Timor-Leste",1981,4.956,36.166,583764,312.32,851,"East Asia & Pacific"
"8969","Timor-Leste",1982,5.13,38.155,597067,291.5,871,"East Asia & Pacific"
"8970","Timor-Leste",1983,5.256,40.112,617347,271.36,891,"East Asia & Pacific"
"8971","Timor-Leste",1984,5.324,41.912,639513,253.32,912,"East Asia & Pacific"
"8972","Timor-Leste",1985,5.336,43.461,659846,238.34,933,"East Asia & Pacific"
"8973","Timor-Leste",1986,5.308,44.729,677073,210,955,"East Asia & Pacific"
"8974","Timor-Leste",1987,5.271,45.798,692306,201,977,"East Asia & Pacific"
"8975","Timor-Leste",1988,5.256,46.749,706986,192.1,999,"East Asia & Pacific"
"8976","Timor-Leste",1989,5.273,47.61,723453,183.8,1022,"East Asia & Pacific"
"8977","Timor-Leste",1990,5.34,48.437,743145,175.7,1046,"East Asia & Pacific"
"8978","Timor-Leste",1991,5.469,49.296,767267,168.2,1121,"East Asia & Pacific"
"8979","Timor-Leste",1992,5.651,50.234,794561,161,1195,"East Asia & Pacific"
"8980","Timor-Leste",1993,5.874,51.275,821141,153.9,1273,"East Asia & Pacific"
"8981","Timor-Leste",1994,6.125,52.424,841687,147,1365,"East Asia & Pacific"
"8982","Timor-Leste",1995,6.384,53.66,852817,140.4,1477,"East Asia & Pacific"
"8983","Timor-Leste",1996,6.627,54.941,852280,134,1644,"East Asia & Pacific"
"8984","Timor-Leste",1997,6.832,56.202,842341,127.8,1741,"East Asia & Pacific"
"8985","Timor-Leste",1998,6.986,57.393,829617,121.9,1738,"East Asia & Pacific"
"8986","Timor-Leste",1999,7.079,58.487,823386,116,1132,"East Asia & Pacific"
"8987","Timor-Leste",2000,7.112,59.468,830089,110.2,1322,"East Asia & Pacific"
"8988","Timor-Leste",2001,7.092,60.334,852522,104.6,1507,"East Asia & Pacific"
"8989","Timor-Leste",2002,7.037,61.11,888099,99.1,1363,"East Asia & Pacific"
"8990","Timor-Leste",2003,6.965,61.821,931324,93.7,1283,"East Asia & Pacific"
"8991","Timor-Leste",2004,6.881,62.478,974024,88.4,1244,"East Asia & Pacific"
"8992","Timor-Leste",2005,6.79,63.095,1010367,83.3,1301,"East Asia & Pacific"
"8993","Timor-Leste",2006,6.695,63.687,1038572,78.5,1206,"East Asia & Pacific"
"8994","Timor-Leste",2007,6.591,64.263,1060770,74.1,1323,"East Asia & Pacific"
"8995","Timor-Leste",2008,6.479,64.83,1079749,70.2,1486,"East Asia & Pacific"
"8996","Timor-Leste",2009,6.36,65.393,1099887,66.7,1652,"East Asia & Pacific"
"8997","Timor-Leste",2010,6.237,65.952,1124355,63.8,1777,"East Asia & Pacific"
"8998","Timor-Leste",2011,6.111,66.502,1153834,61.1,1940,"East Asia & Pacific"
"8999","Timor-Leste",2012,5.983,67.033,1187194,58.7,2040,"East Asia & Pacific"
"9000","Timor-Leste",2013,5.855,67.538,1223665,56.5,2093,"East Asia & Pacific"
"9001","Togo",1964,6.734,42.846,1654451,254.6,1483,"Sub-Saharan Africa"
"9002","Togo",1965,6.792,43.473,1699541,249.8,1640,"Sub-Saharan Africa"
"9003","Togo",1966,6.851,44.098,1763332,244.9,1742,"Sub-Saharan Africa"
"9004","Togo",1967,6.911,44.72,1843004,239.9,1788,"Sub-Saharan Africa"
"9005","Togo",1968,6.971,45.339,1931480,234.9,1827,"Sub-Saharan Africa"
"9006","Togo",1969,7.029,45.955,2018669,229.8,1969,"Sub-Saharan Africa"
"9007","Togo",1970,7.084,46.568,2097273,224.7,1878,"Sub-Saharan Africa"
"9008","Togo",1971,7.136,47.175,2165335,219.8,1962,"Sub-Saharan Africa"
"9009","Togo",1972,7.182,47.777,2225052,214.7,1980,"Sub-Saharan Africa"
"9010","Togo",1973,7.222,48.371,2278418,209.7,1854,"Sub-Saharan Africa"
"9011","Togo",1974,7.254,48.958,2328971,204.9,1885,"Sub-Saharan Africa"
"9012","Togo",1975,7.275,49.537,2379649,200.2,1828,"Sub-Saharan Africa"
"9013","Togo",1976,7.286,50.112,2430120,195.4,1774,"Sub-Saharan Africa"
"9014","Togo",1977,7.284,50.683,2480291,190.7,1825,"Sub-Saharan Africa"
"9015","Togo",1978,7.27,51.246,2533721,186.3,1960,"Sub-Saharan Africa"
"9016","Togo",1979,7.244,51.799,2594914,181.8,2026,"Sub-Saharan Africa"
"9017","Togo",1980,7.207,52.339,2666921,177.5,1882,"Sub-Saharan Africa"
"9018","Togo",1981,7.158,52.863,2751151,173.4,1710,"Sub-Saharan Africa"
"9019","Togo",1982,7.099,53.365,2846305,169.5,1587,"Sub-Saharan Africa"
"9020","Togo",1983,7.032,53.839,2949279,165.7,1447,"Sub-Saharan Africa"
"9021","Togo",1984,6.957,54.276,3055479,162.3,1436,"Sub-Saharan Africa"
"9022","Togo",1985,6.874,54.673,3161327,159,1449,"Sub-Saharan Africa"
"9023","Togo",1986,6.781,55.028,3266857,156.1,1440,"Sub-Saharan Africa"
"9024","Togo",1987,6.679,55.336,3372562,153.3,1406,"Sub-Saharan Africa"
"9025","Togo",1988,6.569,55.592,3475964,150.8,1415,"Sub-Saharan Africa"
"9026","Togo",1989,6.452,55.784,3574135,148.5,1414,"Sub-Saharan Africa"
"9027","Togo",1990,6.331,55.887,3665509,146.2,1350,"Sub-Saharan Africa"
"9028","Togo",1991,6.206,55.872,3747750,144.1,1306,"Sub-Saharan Africa"
"9029","Togo",1992,6.081,55.734,3822591,142.1,1223,"Sub-Saharan Africa"
"9030","Togo",1993,5.957,55.485,3897510,140,1014,"Sub-Saharan Africa"
"9031","Togo",1994,5.837,55.148,3982804,137.7,1138,"Sub-Saharan Africa"
"9032","Togo",1995,5.725,54.763,4085492,135.4,1198,"Sub-Saharan Africa"
"9033","Togo",1996,5.62,54.378,4208738,132.7,1272,"Sub-Saharan Africa"
"9034","Togo",1997,5.524,54.041,4349349,129.9,1418,"Sub-Saharan Africa"
"9035","Togo",1998,5.437,53.786,4500173,127,1351,"Sub-Saharan Africa"
"9036","Togo",1999,5.359,53.633,4650754,123.9,1349,"Sub-Saharan Africa"
"9037","Togo",2000,5.288,53.585,4793504,120.8,1305,"Sub-Saharan Africa"
"9038","Togo",2001,5.224,53.629,4926142,117.6,1251,"Sub-Saharan Africa"
"9039","Togo",2002,5.166,53.731,5050919,114.4,1207,"Sub-Saharan Africa"
"9040","Togo",2003,5.111,53.862,5170252,111.2,1235,"Sub-Saharan Africa"
"9041","Togo",2004,5.059,54.014,5288273,108.1,1228,"Sub-Saharan Africa"
"9042","Togo",2005,5.009,54.187,5408044,105.1,1211,"Sub-Saharan Africa"
"9043","Togo",2006,4.962,54.385,5529908,102.1,1228,"Sub-Saharan Africa"
"9044","Togo",2007,4.918,54.617,5652811,99.2,1224,"Sub-Saharan Africa"
"9045","Togo",2008,4.876,54.887,5776837,96.4,1219,"Sub-Saharan Africa"
"9046","Togo",2009,4.835,55.189,5901859,93.6,1230,"Sub-Saharan Africa"
"9047","Togo",2010,4.792,55.514,6027798,90.9,1246,"Sub-Saharan Africa"
"9048","Togo",2011,4.746,55.854,6154813,88.3,1273,"Sub-Saharan Africa"
"9049","Togo",2012,4.695,56.198,6283092,85.8,1314,"Sub-Saharan Africa"
"9050","Togo",2013,4.639,56.537,6412560,83.3,1346,"Sub-Saharan Africa"
"9052","Tonga",1964,7.117,62.839,71758,76.5,1610,"East Asia & Pacific"
"9053","Tonga",1965,6.974,63.187,74364,71.5,1627,"East Asia & Pacific"
"9054","Tonga",1966,6.795,63.532,76787,66.7,1645,"East Asia & Pacific"
"9055","Tonga",1967,6.59,63.875,79049,62.2,1663,"East Asia & Pacific"
"9056","Tonga",1968,6.371,64.214,81096,57.8,1681,"East Asia & Pacific"
"9057","Tonga",1969,6.15,64.549,82879,53.8,1699,"East Asia & Pacific"
"9058","Tonga",1970,5.941,64.876,84369,50.2,1718,"East Asia & Pacific"
"9059","Tonga",1971,5.761,65.189,85518,46.9,1736,"East Asia & Pacific"
"9060","Tonga",1972,5.616,65.486,86347,44,1755,"East Asia & Pacific"
"9061","Tonga",1973,5.512,65.766,86982,41.5,1774,"East Asia & Pacific"
"9062","Tonga",1974,5.449,66.03,87606,39.3,1849,"East Asia & Pacific"
"9063","Tonga",1975,5.426,66.28,88343,37.2,1909,"East Asia & Pacific"
"9064","Tonga",1976,5.438,66.521,89252,35.3,1920,"East Asia & Pacific"
"9065","Tonga",1977,5.471,66.757,90290,33.6,1992,"East Asia & Pacific"
"9066","Tonga",1978,5.509,66.994,91354,32.1,2002,"East Asia & Pacific"
"9067","Tonga",1979,5.541,67.232,92292,30.7,2016,"East Asia & Pacific"
"9068","Tonga",1980,5.553,67.476,92999,29.4,2324,"East Asia & Pacific"
"9069","Tonga",1981,5.532,67.725,93443,28.3,2655,"East Asia & Pacific"
"9070","Tonga",1982,5.475,67.978,93673,27.4,3072,"East Asia & Pacific"
"9071","Tonga",1983,5.385,68.23,93766,26.6,3288,"East Asia & Pacific"
"9072","Tonga",1984,5.266,68.478,93829,26,3379,"East Asia & Pacific"
"9073","Tonga",1985,5.128,68.716,93944,25.4,3621,"East Asia & Pacific"
"9074","Tonga",1986,4.989,68.936,94139,24.8,3698,"East Asia & Pacific"
"9075","Tonga",1987,4.864,69.136,94392,24.1,3793,"East Asia & Pacific"
"9076","Tonga",1988,4.763,69.313,94674,23.4,3695,"East Asia & Pacific"
"9077","Tonga",1989,4.691,69.468,94938,22.7,3678,"East Asia & Pacific"
"9078","Tonga",1990,4.644,69.603,95150,21.9,3572,"East Asia & Pacific"
"9079","Tonga",1991,4.612,69.722,95305,21.1,3795,"East Asia & Pacific"
"9080","Tonga",1992,4.583,69.832,95426,20.4,3800,"East Asia & Pacific"
"9081","Tonga",1993,4.547,69.94,95541,19.8,3937,"East Asia & Pacific"
"9082","Tonga",1994,4.501,70.05,95691,19.3,4125,"East Asia & Pacific"
"9083","Tonga",1995,4.447,70.164,95907,18.9,4269,"East Asia & Pacific"
"9084","Tonga",1996,4.391,70.285,96196,18.6,4256,"East Asia & Pacific"
"9085","Tonga",1997,4.34,70.411,96551,18.4,4235,"East Asia & Pacific"
"9086","Tonga",1998,4.3,70.541,96966,18.1,4331,"East Asia & Pacific"
"9087","Tonga",1999,4.27,70.674,97431,17.9,4478,"East Asia & Pacific"
"9088","Tonga",2000,4.25,70.81,97935,17.6,4605,"East Asia & Pacific"
"9089","Tonga",2001,4.236,70.948,98476,17.3,4745,"East Asia & Pacific"
"9090","Tonga",2002,4.221,71.086,99053,17,4878,"East Asia & Pacific"
"9091","Tonga",2003,4.202,71.223,99659,16.8,4953,"East Asia & Pacific"
"9092","Tonga",2004,4.177,71.361,100286,16.7,4959,"East Asia & Pacific"
"9093","Tonga",2005,4.144,71.498,100926,16.7,5006,"East Asia & Pacific"
"9094","Tonga",2006,4.104,71.635,101584,16.7,4920,"East Asia & Pacific"
"9095","Tonga",2007,4.059,71.774,102254,16.8,4664,"East Asia & Pacific"
"9096","Tonga",2008,4.012,71.916,102910,17,4748,"East Asia & Pacific"
"9097","Tonga",2009,3.963,72.061,103519,17.2,4772,"East Asia & Pacific"
"9098","Tonga",2010,3.914,72.209,104058,17.4,4945,"East Asia & Pacific"
"9099","Tonga",2011,3.864,72.361,104509,17.5,5023,"East Asia & Pacific"
"9100","Tonga",2012,3.815,72.516,104891,17.5,5032,"East Asia & Pacific"
"9101","Tonga",2013,3.767,72.673,105265,17.3,4879,"East Asia & Pacific"
"9102","Trinidad and Tobago",1964,4.664,64.422,883421,59.7,9362,"America"
"9103","Trinidad and Tobago",1965,4.433,64.621,893922,58,9699,"America"
"9104","Trinidad and Tobago",1966,4.2,64.742,907340,56.6,10002,"America"
"9105","Trinidad and Tobago",1967,3.985,64.822,922942,55.2,10152,"America"
"9106","Trinidad and Tobago",1968,3.802,64.892,939413,53.9,10669,"America"
"9107","Trinidad and Tobago",1969,3.658,64.973,954771,52.8,10988,"America"
"9108","Trinidad and Tobago",1970,3.554,65.081,967658,51.6,11495,"America"
"9109","Trinidad and Tobago",1971,3.484,65.228,977679,50.6,11558,"America"
"9110","Trinidad and Tobago",1972,3.432,65.407,985548,49.5,12081,"America"
"9111","Trinidad and Tobago",1973,3.389,65.61,992348,48.3,12187,"America"
"9112","Trinidad and Tobago",1974,3.349,65.833,999650,47.2,12729,"America"
"9113","Trinidad and Tobago",1975,3.313,66.067,1008617,46,12847,"America"
"9114","Trinidad and Tobago",1976,3.287,66.3,1019403,44.7,13904,"America"
"9115","Trinidad and Tobago",1977,3.273,66.519,1031694,43.4,14568,"America"
"9116","Trinidad and Tobago",1978,3.271,66.714,1045600,42,16047,"America"
"9117","Trinidad and Tobago",1979,3.278,66.882,1061140,40.7,16549,"America"
"9118","Trinidad and Tobago",1980,3.284,67.022,1078200,39.5,17624,"America"
"9119","Trinidad and Tobago",1981,3.281,67.138,1097067,38.3,18248,"America"
"9120","Trinidad and Tobago",1982,3.261,67.239,1117461,37,16989,"America"
"9121","Trinidad and Tobago",1983,3.218,67.335,1138006,35.9,15457,"America"
"9122","Trinidad and Tobago",1984,3.151,67.428,1156858,34.9,16175,"America"
"9123","Trinidad and Tobago",1985,3.06,67.523,1172735,34,15331,"America"
"9124","Trinidad and Tobago",1986,2.949,67.62,1185012,33.1,14682,"America"
"9125","Trinidad and Tobago",1987,2.827,67.719,1194138,32.3,13902,"America"
"9126","Trinidad and Tobago",1988,2.7,67.817,1201224,31.6,13310,"America"
"9127","Trinidad and Tobago",1989,2.574,67.914,1207942,31,13206,"America"
"9128","Trinidad and Tobago",1990,2.453,68.007,1215494,30.5,13464,"America"
"9129","Trinidad and Tobago",1991,2.339,68.094,1224233,30,13735,"America"
"9130","Trinidad and Tobago",1992,2.231,68.171,1233753,29.7,13426,"America"
"9131","Trinidad and Tobago",1993,2.131,68.238,1243590,29.4,13158,"America"
"9132","Trinidad and Tobago",1994,2.04,68.296,1253000,29.2,13562,"America"
"9133","Trinidad and Tobago",1995,1.961,68.344,1261443,29,14046,"America"
"9134","Trinidad and Tobago",1996,1.896,68.384,1268851,28.9,14561,"America"
"9135","Trinidad and Tobago",1997,1.843,68.419,1275460,28.8,14928,"America"
"9136","Trinidad and Tobago",1998,1.801,68.452,1281396,28.8,16064,"America"
"9137","Trinidad and Tobago",1999,1.772,68.489,1286871,28.7,16739,"America"
"9138","Trinidad and Tobago",2000,1.753,68.533,1292058,28.7,17721,"America"
"9139","Trinidad and Tobago",2001,1.744,68.59,1296962,28.6,18383,"America"
"9140","Trinidad and Tobago",2002,1.744,68.661,1301576,28.3,19773,"America"
"9141","Trinidad and Tobago",2003,1.749,68.747,1306065,28,22519,"America"
"9142","Trinidad and Tobago",2004,1.758,68.847,1310622,27.5,24175,"America"
"9143","Trinidad and Tobago",2005,1.769,68.958,1315386,26.9,25439,"America"
"9144","Trinidad and Tobago",2006,1.779,69.078,1320418,26.3,28790,"America"
"9145","Trinidad and Tobago",2007,1.788,69.2,1325672,25.6,30008,"America"
"9146","Trinidad and Tobago",2008,1.796,69.321,1331040,24.9,30875,"America"
"9147","Trinidad and Tobago",2009,1.8,69.438,1336349,24.3,29383,"America"
"9148","Trinidad and Tobago",2010,1.802,69.55,1341465,23.6,29321,"America"
"9149","Trinidad and Tobago",2011,1.801,69.657,1346350,22.9,28743,"America"
"9150","Trinidad and Tobago",2012,1.799,69.761,1350999,22.2,29086,"America"
"9151","Trinidad and Tobago",2013,1.797,69.865,1355342,21.5,29469,"America"
"9152","Tunisia",1964,7.107,44.903,4541457,244.7,2575,"Middle East & North Africa"
"9153","Tunisia",1965,7.059,45.795,4630000,233.5,2683,"Middle East & North Africa"
"9154","Tunisia",1966,6.978,46.759,4723497,222.3,2690,"Middle East & North Africa"
"9155","Tunisia",1967,6.869,47.786,4821782,211.2,2615,"Middle East & North Africa"
"9156","Tunisia",1968,6.737,48.867,4923201,200.6,2831,"Middle East & North Africa"
"9157","Tunisia",1969,6.59,49.988,5025402,190.3,2876,"Middle East & North Africa"
"9158","Tunisia",1970,6.438,51.133,5127001,180.6,2990,"Middle East & North Africa"
"9159","Tunisia",1971,6.292,52.289,5226965,171.1,3246,"Middle East & North Africa"
"9160","Tunisia",1972,6.16,53.442,5326668,162.1,3746,"Middle East & North Africa"
"9161","Tunisia",1973,6.046,54.581,5430023,153,3639,"Middle East & North Africa"
"9162","Tunisia",1974,5.95,55.696,5542400,144.1,3841,"Middle East & North Africa"
"9163","Tunisia",1975,5.867,56.786,5667516,135.1,4011,"Middle East & North Africa"
"9164","Tunisia",1976,5.79,57.859,5806713,126.3,4215,"Middle East & North Africa"
"9165","Tunisia",1977,5.706,58.921,5958456,117.7,4255,"Middle East & North Africa"
"9166","Tunisia",1978,5.606,59.972,6120018,109.6,4434,"Middle East & North Africa"
"9167","Tunisia",1979,5.488,61.003,6287287,102.3,4618,"Middle East & North Africa"
"9168","Tunisia",1980,5.349,61.993,6457092,95.7,4837,"Middle East & North Africa"
"9169","Tunisia",1981,5.189,62.919,6628154,89.9,4980,"Middle East & North Africa"
"9170","Tunisia",1982,5.015,63.766,6800734,84.6,4863,"Middle East & North Africa"
"9171","Tunisia",1983,4.833,64.53,6974955,80,4999,"Middle East & North Africa"
"9172","Tunisia",1984,4.645,65.214,7151430,75.6,5048,"Middle East & North Africa"
"9173","Tunisia",1985,4.454,65.836,7330267,71.5,5205,"Middle East & North Africa"
"9174","Tunisia",1986,4.265,66.42,7511099,67.9,5002,"Middle East & North Africa"
"9175","Tunisia",1987,4.077,66.994,7692463,64.7,5214,"Middle East & North Africa"
"9176","Tunisia",1988,3.893,67.576,7872065,61.9,5109,"Middle East & North Africa"
"9177","Tunisia",1989,3.714,68.172,8047027,59.3,5196,"Middle East & North Africa"
"9178","Tunisia",1990,3.538,68.779,8215111,57,5502,"Middle East & North Africa"
"9179","Tunisia",1991,3.363,69.387,8375587,54.8,5604,"Middle East & North Africa"
"9180","Tunisia",1992,3.188,69.973,8528401,52.5,5920,"Middle East & North Africa"
"9181","Tunisia",1993,3.013,70.522,8672916,50.1,5991,"Middle East & North Africa"
"9182","Tunisia",1994,2.841,71.026,8808669,47.5,6031,"Middle East & North Africa"
"9183","Tunisia",1995,2.676,71.481,8935523,44.9,6055,"Middle East & North Africa"
"9184","Tunisia",1996,2.524,71.888,9053410,42.1,6393,"Middle East & North Africa"
"9185","Tunisia",1997,2.389,72.254,9162870,39.3,6649,"Middle East & North Africa"
"9186","Tunisia",1998,2.275,72.586,9265266,36.5,6879,"Middle East & North Africa"
"9187","Tunisia",1999,2.183,72.887,9362447,34,7201,"Middle East & North Africa"
"9188","Tunisia",2000,2.114,73.159,9456117,31.7,7464,"Middle East & North Africa"
"9189","Tunisia",2001,2.068,73.4,9546453,29.6,7699,"Middle East & North Africa"
"9190","Tunisia",2002,2.041,73.613,9634180,27.8,7752,"Middle East & North Africa"
"9191","Tunisia",2003,2.027,73.804,9722180,26,8094,"Middle East & North Africa"
"9192","Tunisia",2004,2.023,73.979,9814009,24.5,8468,"Middle East & North Africa"
"9193","Tunisia",2005,2.025,74.149,9912114,23,8707,"Middle East & North Africa"
"9194","Tunisia",2006,2.031,74.323,10017832,21.7,9109,"Middle East & North Africa"
"9195","Tunisia",2007,2.038,74.506,10130368,20.5,9585,"Middle East & North Africa"
"9196","Tunisia",2008,2.044,74.704,10247325,19.4,9938,"Middle East & North Africa"
"9197","Tunisia",2009,2.046,74.918,10365089,18.3,10187,"Middle East & North Africa"
"9198","Tunisia",2010,2.044,75.147,10480934,17.4,10411,"Middle East & North Africa"
"9199","Tunisia",2011,2.036,75.388,10594057,16.5,10235,"Middle East & North Africa"
"9200","Tunisia",2012,2.023,75.632,10704948,15.8,10609,"Middle East & North Africa"
"9201","Tunisia",2013,2.008,75.873,10813680,15.2,10768,"Middle East & North Africa"
"9202","Turkey",1964,6.029,48.313,31109820,221.9,5296,"Europe & Central Asia"
"9203","Turkey",1965,5.951,49.037,31837999,215.4,5309,"Europe & Central Asia"
